自制铁滑板，想要要御剑飞行！#手工耿的手工##VlogA趣拍# http://t.cn/AiNFmeGj ​​​,Thu Jun 20 19:31:47 +0800 2019,152468,11903,10282
买了个新玩具，一拍鸭头就亮！ ​ http://t.cn/AiN1OC3l ​​​,Wed Jun 19 21:34:58 +0800 2019,3501,3033,189
自制倒立洗头机#手工耿的手工# http://t.cn/AiCnPyhL ​​​,Wed Jun 12 17:42:30 +0800 2019,446262,63232,53375
[嘻嘻],Mon Jun 10 21:01:38 +0800 2019,2225,148,131
[笑而不语]还是有人想买的,Sat Jun 08 21:25:58 +0800 2019,4451,198,134
把手工耿的眼镜卖给犹太人，能卖多少钱？#歪果仁研究协会# http://t.cn/AiCLXT1r ​​​,Sat Jun 08 19:00:04 +0800 2019,21452,1581,3401
牙疼了一个月去医院才知道是智齿的原因。还得疼个几天 ​​​,Fri Jun 07 17:19:34 +0800 2019,16666,1639,96
自制大肠刺身伴侣，大肠刺身必备。#手工耿的手工# [并不简单] http://t.cn/Ai90dQwX ​​​,Tue Jun 04 17:28:50 +0800 2019,102096,11206,11287
自制蚊香分离器#手工耿的手工# http://t.cn/ECLn8eJ ​​​,Mon May 27 11:09:40 +0800 2019,24070,6561,3198
自制灭霸电风扇。有灭霸、凉一夏！#手工耿的手工# http://t.cn/E94TFOC ​​​,Mon May 20 18:26:43 +0800 2019,47562,8135,5743
跟想象的有点不一样啊 http://t.cn/EKgs4hf ​​​,Sat May 18 18:42:50 +0800 2019,3918,551,114
给我妈做了一个硬核母亲节礼物#手工耿的手工# http://t.cn/EK2OmA2 ​​​,Sun May 12 18:40:54 +0800 2019,13740,1986,1013
参观了潘总的工作室，非常漂亮。潘总人也非常随和[嘻嘻]@潘石屹 http://t.cn/EoroQAD ​​​,Fri May 10 18:23:19 +0800 2019,9108,1006,556
来潘总木工房参观了，[嘻嘻]一会儿比赛。#潘石屹挑战手工耿# @潘石屹 ​​​,Fri May 10 11:24:46 +0800 2019,4331,539,404
[嘻嘻]感谢诞总的好评。,Tue May 07 18:21:20 +0800 2019,4816,679,347
自制C919大飞机#手工耿的手工# http://t.cn/EoLvPXy ​​​,Sun May 05 20:09:57 +0800 2019,26253,2270,1242
[笑cry]很荣幸接到网络青晚的邀请。,Sun May 05 09:04:53 +0800 2019,2057,238,56
大眼眼镜出魔法表情了 http://t.cn/ES7iaRC ​​​,Sat Apr 27 19:33:30 +0800 2019,9197,1204,617
破釜沉舟跑步机的制作和体验#手工耿的手工# http://t.cn/EaQZPOZ ​​​,Thu Apr 25 08:32:33 +0800 2019,15099,2360,1366
千万不要给孩子买长颈鹿啊........................................................ ​​​,Thu Apr 18 10:53:01 +0800 2019,74943,11231,31276
千万不要玩火，对头发不好 http://t.cn/EXDA3ch ​​​,Fri Apr 19 16:38:02 +0800 2019,6696,1334,429
想要一辆超级英雄战车？屏幕放大器+火焰喷射器，双器合一，所向无敌！#大发明不一样#   http://t.cn/EXjanvY ​​​,Wed Apr 17 19:30:02 +0800 2019,18380,3034,2066
"龙头烧烤器#龙头大哥http://t.cn/E6lgu3k 
http://t.cn/EX9NQJK ​​​",Tue Apr 16 21:10:02 +0800 2019,37106,8113,9412
@手工耿  火到国外了[笑cry][笑cry][笑cry],Tue Apr 16 14:05:44 +0800 2019,531,24,41
#手工耿送龙虾# 我的龙头圣器，难道还pk不过你＂你＂？@龙之怒吼正版手游 http://t.cn/E6sMfMw ​​​,Fri Apr 12 18:01:43 +0800 2019,4718,1033,283
"可以坐的保险杠，你想拥有吗？ #大发明不一样 
http://t.cn/E61Hdm2 ​​​",Thu Apr 11 21:30:04 +0800 2019,20035,4150,1558
破釜沉舟跑步机！#手工耿的手工# http://t.cn/E6cuabq ​​​,Mon Apr 08 11:30:30 +0800 2019,102619,30379,38303
美颜物理外挂，大眼眼镜[嘻嘻]也不知道诞总喜不喜欢@李诞 #手工耿的手工# http://t.cn/EJd6hXw ​​​,Fri Mar 29 18:10:24 +0800 2019,79468,20894,29291
一个让你随时随地都能静静的帽子#手工耿的手工# http://t.cn/EJhn2Sj ​​​,Sat Mar 23 18:09:04 +0800 2019,39359,10240,8198
[嘻嘻]我说的没错吧，被你看被弹的那几个外国友人多开心。还有一个开心到流泪～敬友谊,Wed Mar 20 12:15:22 +0800 2019,4481,643,725
自制剥皮器[嘻嘻]#手工耿的手工# http://t.cn/ExPjitx ​​​,Sat Mar 16 12:50:52 +0800 2019,13295,3285,1057
自制掰蛋神器#手工耿的手工# http://t.cn/EMCJ6fx ​​​,Tue Mar 12 19:12:33 +0800 2019,23139,5257,3128
知道这是做啥的吗[嘻嘻] ​​​,Tue Mar 12 11:21:45 +0800 2019,1855,1099,85
之前陈曼老师给我拍的照片已经出来了，[嘻嘻]头发有点长遮住了一只眼睛。自己P了一下。 ​​​,Thu Mar 07 13:59:53 +0800 2019,5429,981,209
以前风车比较大，没多少人要。又做了个小的[嘻嘻]#手工耿的手工# http://t.cn/EIYkcK5 ​​​,Wed Mar 06 12:43:55 +0800 2019,7300,2079,755
放在肩膀上的椅子 http://t.cn/EIpVccK ​​​,Tue Mar 05 16:25:14 +0800 2019,5227,644,146
肩坐椅。舒适安全，疼老婆孩子的可以来一个#手工耿的手工# http://t.cn/EIayoj8 ​​​,Mon Mar 04 18:41:44 +0800 2019,18273,6599,2542
恭喜@石原里美唯一指定老公 等15名用户获得【脑瓜崩，风车，波浪鼔之一】。微博官方唯一抽奖工具@微博抽奖平台 -http://t.cn/RoCwwnZ对本次抽奖进行监督，结果公正有效。公示链接：http://t.cn/EIzAjfH,Fri Mar 01 20:10:17 +0800 2019,955,237,38
没事儿就不要自己给孩子理发了......................................... ​​​,Thu Feb 14 11:53:02 +0800 2019,56938,8677,31143
机械瞬移冰船已经卖出去了。转发➕关注我，2月29日抽15幸运鹅，随机发脑瓜崩，波浪鼔，风车http://t.cn/Efl50iM ​​​,Tue Feb 26 19:10:01 +0800 2019,11853,5850,12425
@手工耿 耿帅开腔：保定爱迪生，享受做“无用良品”的乐趣。#手工耿[超话]# #手工耿的手工# @V直通 @开腔官方微博 http://t.cn/Efltudz ​​​,Tue Feb 26 17:05:15 +0800 2019,1204,80,100
自制机械瞬移冰船@FrantGwo郭帆 导演你觉得怎么样[笑cry]#手工耿的手工# http://t.cn/EfS2SqD ​​​,Mon Feb 25 12:29:32 +0800 2019,33502,4527,4796
自制包子饺子剁馅王#手工耿的手工# http://t.cn/EVUX2Yd ​​​,Fri Feb 15 18:54:55 +0800 2019,13723,3091,992
瓶起子、打火机、耳挖勺，哈哈哈哈哈哈哈哈，耿老师赢了………[允悲][允悲][允悲],Mon Feb 04 14:06:33 +0800 2019,2176,191,135
一时兴起魔改了下火麒麟，感觉没准会火#手工耿的手工# http://t.cn/EchuwzW ​​​,Mon Feb 04 12:38:18 +0800 2019,35551,5062,4495
我奶奶给我梳头 http://t.cn/EcvXU7d ​​​,Sun Feb 03 23:13:02 +0800 2019,10006,1325,226
放个矿泉水瓶 http://t.cn/Et0d0Hh ​​​,Wed Jan 30 18:28:37 +0800 2019,8085,1247,588
