2022-01-20 08:50:00,88145.9
2022-01-20 11:07:00,214.0
2022-01-20 12:08:00,56.2
2022-01-20 14:07:00,5.5
2022-01-20 15:54:00,36.2
2022-01-20 20:01:00,62.50000000000001
2022-01-20 21:21:00,72.7
2022-01-20 22:22:00,3422.5
2022-01-20 23:25:00,36.0
2022-01-21 00:28:00,72.4
2022-01-21 01:42:00,409.5
2022-01-21 02:46:00,3.1
2022-01-21 05:24:00,3.6
2022-01-21 07:24:00,99.30000000000001
2022-01-21 08:26:00,100.70000000000002
2022-01-21 09:30:00,43.8
2022-01-21 10:30:00,68.6
2022-01-21 11:30:00,10.5
2022-01-21 12:31:00,10.4
2022-01-21 13:51:00,176.2
2022-01-21 14:52:00,33.9
2022-01-21 16:14:00,122.0
2022-01-21 17:28:00,9.9
2022-01-21 18:29:00,3.0
2022-01-21 19:59:00,5.4
2022-01-21 21:18:00,14.100000000000001
2022-01-21 22:23:00,14.799999999999999
2022-01-22 00:26:00,2.4
2022-01-22 02:41:00,1.4
2022-01-22 07:20:00,2.2
2022-01-22 09:15:00,1.4
2022-01-22 10:55:00,1.0
2022-01-22 12:27:00,79.0
2022-01-22 16:33:00,1.5
2022-01-22 18:19:00,1.2
2022-01-22 22:53:00,3.0
2022-01-23 09:00:00,10.3
2022-01-23 11:02:00,1.4
2022-01-23 13:11:00,1.0
2022-01-23 16:04:00,2.5
2022-01-23 22:28:00,1.0
2022-01-24 07:42:00,1.2
2022-01-24 09:51:00,1.0
2022-01-24 12:37:00,1.0
---------
2022-01-26 11:40:00,1.0
2022-01-27 09:15:00,1.0
---------
2022-02-07 23:04:00,2.2
---------
2022-02-16 11:09:00,1.0
2022-02-16 15:28:00,1.0
---------
2022-02-17 22:25:00,1.0
---------
2022-02-20 10:50:00,1.0
---------
2022-03-01 09:17:00,1.0
---------
2022-03-06 07:57:00,1.0
---------
2022-03-08 11:17:00,1.5
---------
2022-03-14 21:42:00,1.2
---------
2022-03-17 10:40:00,88.1
2022-03-17 20:01:00,54.2
---------
2022-03-26 18:48:00,1.0
---------
2022-04-04 19:08:00,5.300000000000001
---------
2022-04-13 23:47:00,1.0
---------
